Run id: 10024
Best objective remained constant between epochs listed below.
(Current objective may have changed, however.)
Epoch, Current Objective, Best Objective, Wall Time (ns)
1, 77.3042655, 77.27746431, 12674
2, 75.78157694, 75.78157694, 361521
3, 74.23575526, 74.23575526, 593207
4, 69.49656423, 69.49656423, 1063565
6, 69.3486316, 69.3486316, 1958810
10, 68.24346929, 68.24346929, 2656459
13, 65.75858225, 65.75858225, 3463160
14, 64.38394168, 64.38394168, 4152378
15, 63.07872663, 63.07872663, 4878987
71, 62.6803643, 62.6803643, 5529523
83, 60.21842505, 60.21842505, 5992144
86, 59.09796204, 59.09796204, 6781353
92, 58.99304552, 58.99304552, 7550871
98, 58.91891241, 58.91891241, 8089499
125, 58.37685322, 58.37685322, 8125217
127, 55.98630472, 55.98630472, 8666316
128, 54.74689461, 54.74689461, 9194935
153, 53.27292795, 53.27292795, 9870310
155, 52.61765311, 52.61765311, 10307169
175, 51.13716567, 51.13716567, 10919926
267, 51.09048944, 51.09048944, 12065547
319, 50.39716845, 50.39716845, 12170172
321, 49.4077015, 49.4077015, 13062882
324, 48.05771244, 48.05771244, 13475656
345, 47.70128929, 47.70128929, 14274084
348, 47.35556652, 47.35556652, 14801291
360, 46.60527154, 46.60527154, 15320050
365, 46.50945019, 46.50945019, 16340026
505, 43.57806393, 43.57806393, 16552678
12794, 43.47294202, 43.47294202, 30897894
12846, 42.88223499, 42.88223499, 31212978
12877, 42.81930337, 42.81930337, 31476763
12886, 41.1447204, 41.1447204, 31490447
12897, 39.38748621, 39.38748621, 31746893
128162, 39.17483648, 39.17483648, 176630151
128166, 38.79831068, 38.79831068, 176896851
128169, 37.91518034, 37.91518034, 177848527
128174, 37.75449977, 37.75449977, 178092609
497187, 37.23173196, 37.23173196, 604669652
1329455, 37.22413454, 37.22413454, 1539735077
1329481, 37.07042452, 37.07042452, 1539774539
1329490, 36.51568626, 36.51568626, 1540032608
1329494, 36.0608961, 36.0608961, 1540251506
1329518, 35.11132302, 35.11132302, 1540492106
1329519, 34.650171, 34.650171, 1540696987
1949580, 34.59736235, 34.59736235, 2261962249
2761308, 34.11916282, 34.11916282, 3172546559
2761309, 33.33391753, 33.33391753, 3172873357
3933326, 32.43650362, 32.43650362, 4504690591
3933344, 32.41792846, 32.41792846, 4504979729
4110151, 32.38295492, 32.38295492, 4725581103
4141602, 31.64560358, 31.64560358, 4761415134
4141604, 30.0084552, 30.0084552, 4761687287
4141624, 29.92918769, 29.92918769, 4761942336
4541793, 29.81045867, 29.81045867, 5242182795
4541811, 29.43211613, 29.43211613, 5242387713
4541823, 28.88636852, 28.88636852, 5242571597
4746369, 28.84226238, 28.84226238, 5512022252
5507517, 28.73330628, 28.73330628, 6466718419
6280903, 28.48417039, 28.48417039, 7486994902
6320269, 28.48224041, 28.48224041, 7544799263
6320276, 28.48224041, 28.48224041, 7544817598
6354229, 28.26816558, 28.26816558, 7584730196
6354230, 28.05206863, 28.05206863, 7585048613
6354255, 28.03119624, 28.03119624, 7585292703
6354339, 27.56083663, 27.56083663, 7585369044
7017398, 26.82380688, 26.82380688, 8455977982
7017438, 26.44652493, 26.44652493, 8456425353
7147346, 25.74092205, 25.74092205, 8629558862
7147497, 25.58740895, 25.58740895, 8630104783
7147542, 25.18066157, 25.18066157, 8630433408
7147543, 25.15284721, 25.15284721, 8630682078
7147550, 24.42155294, 24.42155294, 8630695418
7147697, 24.13317791, 24.13317791, 8631256256
7147700, 23.74561229, 23.74561229, 8631483597
7147733, 23.68490216, 23.68490216, 8631693792
8696861, 23.53002627, 23.53002627, 10626241221
8696885, 23.2651043, 23.2651043, 10626585844
8948313, 22.28191795, 22.28191795, 10924677316
8948321, 22.18925519, 22.18925519, 10924970182
8948330, 21.74399695, 21.74399695, 10924984517
8948332, 21.74020488, 21.74020488, 10925253402
9634522, 21.55584769, 21.55584769, 11757114686
10497768, 21.46722159, 21.46722159, 12806491377
10521736, 21.3129872, 21.3129872, 12836598664
10524791, 21.09221551, 21.09221551, 12839518852
10524869, 20.83573745, 20.83573745, 12839776662
10524902, 20.10207789, 20.10207789, 12840103613
11231601, 19.8822064, 19.8822064, 13666921569
11231665, 19.74857713, 19.74857713, 13667290707
11231671, 19.49941777, 19.49941777, 13667551507
11231699, 19.29703646, 19.29703646, 13667826910
11231721, 18.86444962, 18.86444962, 13668027764
11231730, 18.16816921, 18.16816921, 13668204209
11231748, 18.06818435, 18.06818435, 13668380462
11231752, 17.93723136, 17.93723136, 13668384818
12345856, 17.90204235, 17.90204235, 15050618973
12345900, 17.741821, 17.741821, 15050662820
12345917, 17.17297942, 17.17297942, 15050928064
13193696, 17.13784658, 17.13784658, 16066873231
13573360, 17.01527556, 17.01527556, 16523319712
13573378, 16.70440414, 16.70440414, 16523542612
13858693, 16.2408747, 16.2408747, 16864591131
13860042, 16.11021401, 16.11021401, 16866889268
14283322, 16.07458596, 16.07458596, 17403745024
14283378, 16.01144831, 16.01144831, 17403833108
14283550, 15.94332027, 15.94332027, 17404082841
14283627, 15.84071135, 15.84071135, 17404535333
14930811, 15.69986178, 15.69986178, 18173968446
14969490, 15.62316151, 15.62316151, 18225468090
14991651, 15.32116499, 15.32116499, 18249974738
15542054, 15.25584073, 15.25584073, 18921869899
16439692, 15.17100906, 15.17100906, 20006728907
16439945, 15.09640024, 15.09640024, 20007408067
16439986, 15.03336853, 15.03336853, 20007469644
16440220, 14.90416355, 14.90416355, 20008058029
16644653, 14.86541793, 14.86541793, 20251254865
16646653, 14.47079668, 14.47079668, 20254113303
16646986, 14.39070424, 14.39070424, 20254870037
16647523, 14.28096409, 14.28096409, 20255637015
25000000, 15.29282289, 14.28096409, 29922892362
